country_name_short,country_name,party_name_short,party_name_english,party_name,party_name_ascii,family_name_short,family_name,left_right,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id,party_id,family_id
IRL,Ireland,Greens,Green Party,Green Party-Comhaontas Glas,Green Party-Comhaontas Glas,eco,Green/Ecologist,2.4350283857395767,2.4620149577291395,2.1753947217840897,3.047222189108529,53110,169,1372110,,,705,6327,705,37,1573,19
IRL,Ireland,H-B,Anti H-Block,Anti H-Block,Anti H-Block,spec,Special issue,,,,,,,,,,,,,37,1323,16
IRL,Ireland,Lab,Labour Party,Páirti Lucht Oibre,Pairti Lucht Oibre,soc,Social democracy,3.6251581474586767,3.3530027044446853,3.1070787958094956,7.129166666666666,53320,170,1372320,902,1902,703,6347,703,37,318,11
IRL,Ireland,Lib,Libertas Ireland,Libertas Ireland,Libertas Ireland,spec,Special issue,,,,,,171,1372001,,,,,,37,1199,16
IRL,Ireland,NL,National Labour Party,National Labour Party,National Labour Party,soc,Social democracy,,,,,,,,,,,,,37,156,11
IRL,Ireland,NPD,National Progressive Democrats,National Progressive Democrats,National Progressive Democrats,com,Communist/Socialist,,,,,,,,,,,,,37,523,14
IRL,Ireland,PBPA,People Before Profit Alliance,People Before Profit Alliance,People Before Profit Alliance,com,Communist/Socialist,,,,,,,,,,,,,37,1804,14
IRL,Ireland,PD,Progressive Democrats,An Pairti Daonlathach,An Páirtí Daonlathach,lib,Liberal,8.010891631723148,8.390097881618301,3.7011099967203656,8.452777711550397,53420,,,,1905,706,6367,706,37,651,6
IRL,Ireland,SF,Sinn Fein,Sinn Féin,Sinn Fein,com,Communist/Socialist,2.7935223830373683,2.031579017639158,4.500537169607063,,53951,172,1372951,,,,6387,,37,433,14
IRL,Ireland,SLP,Socialist Labour Party,Socialist Labour Party,Socialist Labour Party,com,Communist/Socialist,,,,,,,,,,,,,37,682,14
IRL,Ireland,SP,Socialist Party,Páirtí Sóisialach,Pairti Soisialach,com,Communist/Socialist,1.33333337306976,1.5,2.25,0.6666666269302335,,173,,,,,,710,37,1014,14
IRL,Ireland,WP,Workers Party,Páirtí na nOibrithe,Pairti na nOibrithe,com,Communist/Socialist,1.8,,,3.8166666666666664,53220,,,901,,704,,,37,1489,14
IRL,Ireland,etc,others,aðrir,adir,none,no family,,,,,,,,,,,,,37,78,12
IRL,Ireland,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,1372000,,,,,,37,30,12
ISL,Iceland,A,Social Democratic Party,Alþýðuflokkurinn,Althyduflokkurinn,soc,Social democracy,4.444444444444445,,,,15320,,,,1704,,,,56,228,11
ISL,Iceland,Ab,People's Alliance,Alþýðubandalagið,Althydubandalagid,com,Communist/Socialist,2.2222222222222223,,,,15220,,,,1702,,,,56,1360,14
ISL,Iceland,B,Citizens' Movement,Borgarahreyfingin,Borgarahreyfingin,spec,Special issue,,,,,,,,,,,,,56,587,16
ISL,Iceland,BJ,Social Democratic Federation,Bandalag jafnaðarmanna,Bandalag jafnadarmanna,soc,Social democracy,,,,,15321,,,,,,,,56,988,11
ISL,Iceland,Bf,Citizens' Party,Borgaraflokkurinn,Borgaraflokkurinn,con,Conservative,,,,,15621,,,,,,,,56,828,26
ISL,Iceland,F,Progressive Party,Framsóknarflokkurinn,Framsoknarflokkurinn,agr,Agrarian,5.036549707602339,5.657894736842105,3.859648955495731,,15810,,,,1703,,6203,,56,1455,2
ISL,Iceland,Ff,Liberal Party,Frjálslyndi flokkurinn,Frjalslyndi flokkurinn,lib,Liberal,6.220095785040579,5.5980863069233155,2.9999998996132318,,15420,,,,,,6231,,56,506,6
ISL,Iceland,Graen,Left-Green Movement,Vinstrihreyfingin – grænt framboð,Vinstrihreyfingin -- Graent frambod,eco,Green/Ecologist,1.1842105263157894,1.4473684210526316,1.6666665830110263,,15111,,,,,,6273,,56,210,19
ISL,Iceland,Lve,Republican Party,Lýðveldisflokkurinn,Lydveldisflokkurinn,con,Conservative,,,,,,,,,,,,,56,2005,26
ISL,Iceland,OL,Independent Democratic Party,Óháði Lýðræðisflokkurinn,Ohadi Lydraedisflokkurinn,code,to be coded,,,,,,,,,,,,,56,1800,28
ISL,Iceland,Sam,Social Democratic Alliance,Samfylkingin,Samfylkingin,soc,Social democracy,4.078947368421052,4.298245781346374,1.0087719716523842,,15328,,,,,,6259,,56,1006,11
ISL,Iceland,Sfvm,Union of Liberals and Leftist,Samtök frjálslyndra og vinstri manna,Samtok frjalslyndra og vinstri manna,com,Communist/Socialist,,,,,15322,,,,,,,,56,53,14
ISL,Iceland,Sj,Independence Party,Sjálfstæðisflokkurinn,Sjalfstaedisflokkurinn,con,Conservative,7.485380116959065,7.631578947368421,4.035087886609532,,15620,,,,1705,,6217,,56,1342,26
ISL,Iceland,Sjf,Association for Equality and Justice,Samtök um jatnrétti og félagshyggju,Samtok um jatnretti og felagshyggju,reg,Regional,,,,,,,,,,,,,56,817,9
ISL,Iceland,Sk,Womens Alliance,Samtök um kvennalista,Samtök um kvennalista,spec,Special issue,2.2222222222222223,,,,15951,,,,1701,,,,56,147,16
ISL,Iceland,So,Socialist Party,Sósíalistaflokkurinn,Sosialistaflokkurinn,com,Communist/Socialist,,,,,15220,,,,,,,,56,1319,14
ISL,Iceland,ThFf,People's Movement,Þjóðvaki – Fylking fólksins,Thjodvaki -- Fylking folksins,soc,Social democracy,,,,,15323,,,,,,,,56,205,11
ISL,Iceland,Thva,National Preservation Party,Þjóðvarnarflokkurinn,Thjodvarnarflokkurinn,spec,Special issue,,,,,15710,,,,,,,,56,1172,16
ISL,Iceland,Thve,Common Wealth Party,Þjóðveldisflokkurinn,Tjodveldisflokkurin,con,Conservative,,,,,,,,,,,,,56,2004,26
ISL,Iceland,etc,others,others,others,none,no family,,,,,,,,,,,,,56,672,12
ISL,Iceland,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,56,134,12
ITA,Italy,AD,Democratic Alliance,Alleanza Democratica,Alleanza Democratica,chr,Christian democracy,5,5,5,6.666666666666667,32529,,,,,,,817,26,896,3
ITA,Italy,AISA,Italian Associations in Latin America,Associazioni Italiane in Sud America,Associazioni Italiane in Sud America,reg,Regional,,,,,,,,,,,,,26,1494,9
ITA,Italy,ALD,Autonomy Liberty Democracy,Autonomie Liberté Démocratie,Autonomie Liberte Democratie,lib,Liberal,,,,,,,,,,,,,26,1063,6
ITA,Italy,AN,National Alliance,Alleanza Nazionale,Alleanza Nazionale,con,Conservative,8.087119990399012,4.955942507543066,8.836644899970604,4.338888919395317,32710,,,,,805,6606,805,26,373,26
ITA,Italy,AN/PS,National Alliance / Segni Pact,Alleanza Nazionale / Patto Segni,Alleanza Nazionale / Patto Segni,all,electoral alliance,,,,,,,,,,,,,26,225,27
ITA,Italy,AP,Alliance of Progressives,Alleanza dei Progressisti,Alleanza dei Progressisti,all,electoral alliance,,,,,,,,,,,,,26,841,27
ITA,Italy,AS,Social Action,Azione Sociale,Azione Sociale,right,Right-wing,,,,,,,,,,,,,26,98,40
ITA,Italy,ASM,Social Alternative Mussolini,Alternativa Sociale Mussolini,Alternativa Sociale Mussolini,right,Right-wing,,,,,,,,,,,,,26,323,40
ITA,Italy,AdC,Alliance of the Centre,Alleanza di Centro per la Libertà,Alleanza di Centro per la Liberta,con,Conservative,,,,,,,,,,,,,26,715,26
ITA,Italy,BN,National Bloc,Blocco Nazionale,Blocco Nazionale,all,electoral alliance,,,,,,,,,,,,,26,1713,27
ITA,Italy,C,Community Front,Comunità,Comunita,code,to be coded,,,,,,,,,,,,,26,1486,28
ITA,Italy,CCD,Christian Democratic Center,Centro Cristiano Democratico,Centro Cristiano Democratico,chr,Christian democracy,5.906666666666667,5.116666666666666,7.583333333333333,8.5,32521,,,,,815,,814,26,99,3
ITA,Italy,CCD/CDU,Christian Democratic Center / United Christian Democrats,Centro Cristiano Democratico  / Cristiani Democratici Uniti,Centro Cristiano Democratico  / Cristiani Democratici Uniti,chr,Christian democracy,5.906666666666667,5.116666666666666,7.583333333333333,8.5,32522,,,,,815,,814,26,627,3
ITA,Italy,CDR,Republican Democratic Concentration,Concentrazione Democratica Repubblicana,Concentrazione Democratica Repubblicana,lib,Liberal,,,,,,,,,,,,,26,2044,6
ITA,Italy,CDU,United Christian Democrats,Cristiani Democratici Uniti,Cristiani Democratici Uniti,chr,Christian democracy,6.166666746139525,5.145,7.758333253860474,7.442592504289417,,,,,,818,,818,26,128,3
ITA,Italy,CI,Italian Communists,Comunisti Italiani,Comunisti Italiani,com,Communist/Socialist,,,,,,,,,,,,,26,164,14
ITA,Italy,CS,Social Christians,Cristiano Sociali,Cristiano Sociali,code,to be coded,,,,,,,,,,,,,26,1431,28
ITA,Italy,CU,United Consumers,Consumatori Uniti,Consumatori Uniti,spec,Special issue,,,,,,,,,,,,,26,355,16
ITA,Italy,DC,Christian Democrats,Democrazia Cristiana,Democrazia Cristiana,chr,Christian democracy,5.661111111111111,,,8.966666666666667,32520,,,1008,2107,801,,,26,1633,3
ITA,Italy,DCA,Christian Democracy for the Autonomies,Democrazia Cristiana per le Autonomie,Democrazia Cristiana per le Autonomie,chr,Christian democracy,,,,,,,,,,,,,26,52,3
ITA,Italy,DCA/NPSI,Chrisitan Democracy / New PSI,Democrazia Cristiana / Nuovo PSI,Democrazia Cristiana / Nuovo PSI,chr,Christian democracy,,,,,,,,,,,,,26,1550,3
ITA,Italy,DE,European Democracy,Democrazia Europea,Democrazia Europea,chr,Christian democracy,,,,,32901,,,,,,,,26,488,3
ITA,Italy,DINI,Dini-List-Italian Renewal,Lista Dini – Rinnovamento italiano,Lista Dini - Rinnovamento italiano,all,electoral alliance,,,,,,,,,,,,,26,350,27
ITA,Italy,DL,Labour Democratic Party,Partito Democratico del Lavoro,Partito Democratico del Lavoro,soc,Social democracy,,,,,,,,,,,,,26,83,11
ITA,Italy,DL-M,Democracy is Freedom -- The Daisy,Democrazia è Libertà – La Margherita,Democrazia e Liberta -- La Margherita,lib,Liberal,3.9892592804055456,4.2346929803647475,4.735271543201645,9.293537156623703,32421,,,,,,6746,819,26,1005,6
ITA,Italy,DP,Proletarian Democracy,Democrazia Proletaria,Democrazia Proletaria,com,Communist/Socialist,0.5,,,10,32211,,,1001,,817,,,26,1424,14
ITA,Italy,DS,Left-Wing Democrats,Democratici di Sinistra,Democratici di Sinistra,com,Communist/Socialist,2.627663020753024,3.1839473276389265,2.5869078539547163,9.069023792534548,32220,,,,2102,802,6626,802,26,809,14
ITA,Italy,FDP,Popular Democratic Front,Fronte Democratico Popolare,Fronte Democratico Popolare,com,Communist/Socialist,,,,,,,,,,,,,26,431,14
ITA,Italy,FDPR,Republican Progressive Democratic Front,Fronte Democratico Progressista Repubblicano,Fronte Democratico Progressista Repubblicano,all,electoral alliance,,,,,,,,,,,,,26,2066,27
ITA,Italy,FI,Go Italy,Forza Italia,Forza Italia,con,Conservative,7.145911299303959,7.912986111138999,6.598333373069762,5.094579403860525,32610,,,,,816,6646,815,26,596,26
ITA,Italy,FLI,Future and Freedom for Italy,Futuro e libertà per l'Italia,Futuro e liberta per l'Italia,code,to be coded,,,,,,,,,,,,,26,1477,28
ITA,Italy,FN,New Force,Forza Nuova,Forza Nuova,code,to be coded,,,,,,,,,,,,,26,1116,28
ITA,Italy,FSN,National Social Front,Fronte Sociale Nazionale,Fronte Sociale Nazionale,code,to be coded,,,,,,,,,,,,,26,194,28
ITA,Italy,FUQ,Front of the Ordinary Man,Fronte dell'Uomo Qualunque,Fronte dell'Uomo Qualunque,con,Conservative,,,,,,,,,,,,,26,409,26
ITA,Italy,FdLV,Green Lists,Federazione delle Liste Verdi,Federazione delle Liste Verdi,eco,Green/Ecologist,1.7777777777777777,,,,32110,,,,2103,,,,26,1304,19
ITA,Italy,FdV,Federation of the Greens,Federazione dei Verdi,Federazione dei Verdi,eco,Green/Ecologist,2.3724512378932436,2.956648805685209,1.0674561675389604,7.449853888310876,32110,,,,2103,808,6666,808,26,910,19
ITA,Italy,Fed,Federalism,Federalismo – Europa dei Popoli,Federalismo -- Europa dei Popoli,all,electoral alliance,,,,,,,,,,,,,26,473,27
ITA,Italy,Giras,Greens and Social Democrats,Il Girasole,Il Girasole,eco,Green/Ecologist,2.3724512378932436,2.956648805685209,1.0674561675389604,7.449853888310876,32111,,,,2103,808,6666,808,26,949,19
ITA,Italy,ID,Democracy,I Democratici,I Democratici,code,to be coded,4.08444449742635,4.337777830759683,4.41,9.694444444444445,,,,,,,,819,26,961,28
ITA,Italy,IPdL,The People of Freedom,Il Popolo della Libertà,Il Popolo della Liberta,con,Conservative,7.145911299303959,7.912986111138999,6.598333373069762,5.118224254825657,32610,186,1380630,,,,6646,815,26,51,26
ITA,Italy,IdV,Italy of Values,Italia dei Valori,Italia dei Valori,right,Right-wing,4.871208617896368,4.566379646167421,5.525452040287486,7.129532163742691,32902,176,1380902,,,,6686,828,26,693,40
ITA,Italy,LA,Anticapitalist List,Lista Anticapitalista,Lista Anticapitalista,all,electoral alliance,,,,,,,,,,,,,26,712,27
ITA,Italy,LAM,Southern Action League,Lega d'Azione Meridionale,Lega d'Azione Meridionale,reg,Regional,,,,,,,,,,,,,26,436,9
ITA,Italy,LD,The Right,La Destra,La Destra,con,Conservative,,,,,,,1380631,,,,,,26,80,26
ITA,Italy,LD,Liberal Democrats,Liberal Democratici,Liberal Democratici,code,to be coded,,,,,,,,,,,,,26,906,28
ITA,Italy,LDFT,The Right Tricolor Flame,La Destra Fiamma Tricolore,La Destra Fiamma Tricolore,all,electoral alliance,,,,,,,,,,,,,26,807,27
ITA,Italy,LL,Lombard League,Liga Lombarda,Liga Lombarda,reg,Regional,,,,,,,,,,,,,26,1560,9
ITA,Italy,LN,North League,Lega Nord,Lega Nord,reg,Regional,7.800738458823044,7.913837125175883,7.9003283929824875,3.2088213617759873,32720,178,1380720,,2109,812,6706,811,26,1436,9
ITA,Italy,LR,The Network / Movement for Democracy,La Rete / Movimento per la Democrazia,La Rete / Movimento per la Democrazia,spec,Special issue,,,,6.666666666666667,32951,,,,,813,,,26,366,16
ITA,Italy,LSLA,The Left The Rainbow,La Sinistra L'Arcobaleno,La Sinistra  L'Arcobaleno,all,electoral alliance,,,,,,,,,,,,,26,1437,27
ITA,Italy,LT,Lista per Trieste,Lista per Trieste,Lista per Trieste,reg,Regional,,,,,,,,,,,,,26,55,9
ITA,Italy,LUP,The Union-Prodi,L'Unione-Prodi,L'Unione-Prodi,code,to be coded,2.6216484370984525,2.982456056695237,2.094298161958395,7.834008116471158,32329,,,,,,6626,,26,1246,28
ITA,Italy,LV,Venetian League,Liga Veneta,Liga Veneta,code,to be coded,,,,,,,,,,,,,26,1080,28
ITA,Italy,Lad,Anti Drug League,Lega antiproibizionisti droga,Lega antiproibizionisti droga,code,to be coded,,,,,,,,,,,,,26,145,28
ITA,Italy,LibRep,Liberals / Republicans,Liberali / Repubblicani,Liberali / Repubblicani,all,electoral alliance,,,,,,,,,,,,,26,703,27
ITA,Italy,MAIE,Associative Movement Italians Abroad,Movimento Associativo Italiani all'Estero,Movimento Associativo Italiani all'Estero,code,to be coded,,,,,,,,,,,,,26,927,28
ITA,Italy,MCFP,Popular Civic Federative Movement,Movimento Federativo Civico Popolare,Movimento Federativo Civico Popolare,code,to be coded,,,,,,,,,,,,,26,337,28
ITA,Italy,MIS,Movement for the Independence of Sicily,Movimento Indipendentista Siciliano,Movimento Indipendentista Siciliano,reg,Regional,,,,,,,,,,,,,26,1028,9
ITA,Italy,MRE,European Republicans Movement,Movimento Repubblicani Europei,Movimento Repubblicani Europei,lib,Liberal,4.33,4.75,3.83,10,,,,,,,,832,26,760,6
ITA,Italy,MSFT,Fiamma Tricolore,Fiamma Tricolore,Fiamma Tricolore,right,Right-wing,9.576156641307628,4.0870926882091325,9.409250711139892,1.825216705339003,,175,,,,,6726,821,26,176,40
ITA,Italy,MSI,Italian Social Movement,Movimento Sociale Italiano,Movimento Sociale Italiano,right,Right-wing,9.177777777777777,,,,32710,,,1010,2110,,,,26,831,40
ITA,Italy,MUI,Italian Unionist Movement,Movimento Unionista Italiano,Movimento Unionista Italiano,con,Conservative,,,,,,,,,,,,,26,2045,26
ITA,Italy,MpA,Movement for Autonomy,Movimento per l'Autonomia,Movimento per l'Autonomia,code,to be coded,,,,,,,,,,,,,26,1040,28
ITA,Italy,MplS,Movement for the Left,Movimento per la Sinistra,Movimento per la Sinistra,com,Communist/Socialist,,,,,,,,,,,,,26,1308,14
ITA,Italy,NPSI,New PSI,Nuovo Partito Socialisti Italiani,Nuovo Partito Socialisti Italiani,soc,Social democracy,5.43,5.67,3.57,7.216666666666666,32611,,,,,,,835,26,1287,11
ITA,Italy,PAz,Action Party,Partito d'Azione,Partito d'Azione,com,Communist/Socialist,,,,,,,,,,,,,26,1330,14
ITA,Italy,PC,Prime minister,Presidente del Consiglio dei ministri,Presidente del Consiglio dei ministri,none,no family,,,,,,,,,,,,,26,2001,12
ITA,Italy,PCI,Communist Party,Partito Comunisti Italiani,Partito Comunisti Italiani,com,Communist/Socialist,1.6,,,,32220,,,1003,,,,,26,1088,14
ITA,Italy,PCS,Social Christian Party,Partito Cristiano Sociale,Partito Cristiano Sociale,soc,Social democracy,,,,,,,,,,,,,26,2046,11
ITA,Italy,PCdI,Agrarian Party,Partito dei Contadini d'Italia,Partito dei Contadini d'Italia,agr,Agrarian,,,,,,,,,,,,,26,618,2
ITA,Italy,PD,Democratic Party,Partito Democratico,Partito Democratico,soc,Social democracy,2.867912109274613,3.1839473276389265,2.5869078539547163,9.044613074001518,32220,180,1380331,,,,6626,802,26,382,11
ITA,Italy,PDIUM,Italian Democratic Party of Monarchist Unity,Partito Democratico Italiano di Unità Monarchica,Partito Democratico Italiano di Unita Monarchica,spec,Special issue,,,,,,,,,,,,,26,1702,16
ITA,Italy,PI,Pact for Italy,Patto per l'Italia,Patto per l'Italia,chr,Christian democracy,4.626666746139525,4.105,5.856666746139525,9.133333333333333,32528,,,,,,,823,26,1366,3
ITA,Italy,PIM,For Italy in the World,Per Italia nel Mondo,Per Italia nel Mondo,code,to be coded,,,,,,,,,,,,,26,946,28
ITA,Italy,PLD,Liberal Democratic Pole,Polo Liberal-Democratico,Polo Liberal-Democratico,code,to be coded,,,,,,,,,,,,,26,671,28
ITA,Italy,PLI,Italian Liberal Party,Partito Liberale Italiano,Partito Liberale Italiano,lib,Liberal,6.45,,,7.5,32420,,,1009,2108,810,,,26,487,6
ITA,Italy,PMP,Popular Monarchist Party,Partito Monarchico Popolare,Partito Monarchico Popolare,spec,Special issue,,,,,,,,,,,,,26,421,16
ITA,Italy,PNM,Monarchist National Party,Partito Nazionale Monarchico,Partito Nazionale Monarchico,right,Right-wing,,,,,,,,,,,,,26,1050,40
ITA,Italy,PNP,National Pensioners´ Party,Partito Nazionale Pensionati,Partito Nazionale Pensionati,code,to be coded,,,,,,,,,,,,,26,613,28
ITA,Italy,PP,Pensioners' Party,Partito Pensionati,Partito Pensionati,spec,Special issue,5.75,4.5,8,6,,,,,,,,830,26,502,16
ITA,Italy,PPA,Pact for the Autonomies,Patto per le Autonomie,Patto per le Autonomie,all,electoral alliance,,,,,,,,,,,,,26,115,27
ITA,Italy,PPF,PLI / PRI / FED,PLI / PRI / FED,PLI / PRI / FED,all,electoral alliance,,,,,,,,,,,,,26,1473,27
ITA,Italy,PPI,Italian People's Party,Partito Popolare Italiano,Partito Popolare Italiano,chr,Christian democracy,4.626666746139525,4.105,5.856666746139525,9.077777777777778,32520,,,,,801,,823,26,142,3
ITA,Italy,PRC,Communist Refoundation Party,Partito della Rifondazione Comunista,Partito della Rifondazione Comunista,com,Communist/Socialist,0.8848576952783684,0.6621929929130961,1.9877851075875141,3.5438883249383264,32212,181,1380212,,2101,803,6806,803,26,1321,14
ITA,Italy,PRI,Republican Party,Partito Repubblicano Italiano,Partito Repubblicano Italiano,lib,Liberal,4.97037037037037,5.80000019073486,5.16666650772095,9.02777791023254,32410,,,1006,2106,806,,806,26,93,6
ITA,Italy,PS,Segni Pact,Patto Segni,Patto Segni,chr,Christian democracy,6,6.40000009536743,4.59999990463257,8.333333333333334,,,,,,,,826,26,827,3
ITA,Italy,PSA,Sardinian Action Party,Partito Sardo d'Azione,Partito Sardo d'Azione,reg,Regional,4.19999980926514,3.66666674613953,6.25,7.083333333333333,,,,,,,,824,26,335,9
ITA,Italy,PSDI,Italian Democratic Socialist Party,Partito Socialista Democratico Italiano,Partito Socialista Democratico Italiano,soc,Social democracy,4.620555555555556,3.915,2.989999952316285,8.822222116258411,32330,,,1007,2105,807,,807,26,242,11
ITA,Italy,PSI,Italian Socialist Party (2007),Partito Socialista Italiano,Partito Socialista Italiano,com,Communist/Socialist,,,,,,,,,,,,,26,175,14
ITA,Italy,PSI,Italian Socialist Party,Partito Socialista Italiano,Partito Socialista Italiano,soc,Social democracy,3.772222222222222,,,8.75,32320,,,1005,2104,804,,,26,1475,11
ITA,Italy,PSI/AD,PSI/AD,PSI/AD,PSI/AD,all,electoral alliance,,,,,,,,,,,,,26,1300,27
ITA,Italy,PSU,Unified Socialist Party,Partito Socialista Unificato,Partito Socialista Unificato,soc,Social democracy,,,,,32322,,,,,,,,26,1008,11
ITA,Italy,PSUP,Socialist Party of Proletarian Unity,Partito Socialista di Unità Proletaria,Partito Socialista di Unita Proletaria,com,Communist/Socialist,,,,,,,,,,,,,26,1593,14
ITA,Italy,PdA,Pole of Autonomy,Polo dell'Autonomia,Polo dell'Autonomia,all,electoral alliance,,,,,,,,,,,,,26,1528,27
ITA,Italy,PdCI,Party of the Italian Communists,Partito dei Comunisti Italiani,Partito dei Comunisti Italiani,com,Communist/Socialist,1.042348192616513,0.9045694065094,1.2704094013414895,4.508572544967912,32213,,,,,,6766,836,26,1661,14
ITA,Italy,PdL,Freedom Pole,Polo delle Libertà,Polo delle Liberta,all,electoral alliance,,,,,32629,,,,,,,,26,67,27
ITA,Italy,PdUP,Manifesto / Party of Proletarian Unity for Communism,Manifesto / Partito di Unità Proletaria per il Comunismo,Manifesto / Partito di Unita Proletaria per il Comunismo,com,Communist/Socialist,1.383333373069765,1,3,5.833333333333333,32210,,,1002,,,,822,26,968,14
ITA,Italy,PpP,Popular Party for Prodi,Popolari per Prodi,Popolari per Prodi,all,electoral alliance,,,,,,,,,,,,,26,840,27
ITA,Italy,Prodi,Prodi,Prodi,Prodi,code,to be coded,,,,,,,,,,,,,26,492,28
ITA,Italy,R,Radicals,Radicali,Radicali,soc,Social democracy,3.973157894736842,7.0784211530183425,0.3337570295835789,8.272215129339216,32310,,,1004,,814,6786,813,26,1296,11
ITA,Italy,RS,Socialist Renewal,Rinnovamento Socialista,Rinnovamento Socialista,code,to be coded,,,,,,,,,,,,,26,173,28
ITA,Italy,RiI,Italian Renewal,Rinnovamento Italiano,Rinnovamento Italiano,soc,Social democracy,5.031666746139525,5.968333253860475,5.51499990463257,8.683333333333334,32321,,,,,,,825,26,630,11
ITA,Italy,RnP,Rose in the Fist,Rosa nel Pugno,Rosa nel Pugno,soc,Social democracy,3.989473644055815,4.390581532528526,3.2080201098793424,7.065789574071,,,,,,,6826,,26,849,11
ITA,Italy,S2000,Socialism 2000,Socialismo 2000,Socialismo 2000,com,Communist/Socialist,,,,,,,,,,,,,26,699,14
ITA,Italy,SD,Democratic Left. For European Socialism,Sinistra Democratica. Per il Socialismo Europeo,Sinistra Democratica. Per il Socialismo Europeo,com,Communist/Socialist,,,,,,,,,,,,,26,717,14
ITA,Italy,SDI,Italian Democrat Socialists,Socialisti Democratici Italiani,Socialisti Democratici Italiani,code,to be coded,3.989473644055815,4.390581532528526,3.2080201098793424,7.065789574071,,,,,,,6826,,26,1278,28
ITA,Italy,SI,Italian Socialists,Socialisti Italiani,Socialisti Italiani,com,Communist/Socialist,,,,,,,,,,,,,26,692,14
ITA,Italy,SVP,South Tyrol Peoples Party,Südtiroler Volkspartei,Suedtiroler Volkspartei,reg,Regional,5.40000009536743,5.085,6.90000009536743,7.6083334922790495,,,,,,,,827,26,1030,9
ITA,Italy,SeL,Left and Freedom,Sinistra e libertà,Sinistra e liberta,all,electoral alliance,,,,,,371,1380007,,,,,,26,465,27
ITA,Italy,UD,Democratic Union,Unione Democratica,Unione Democratica,lib,Liberal,,,,,,,,,,,,,26,475,6
ITA,Italy,UDC,Union of Christian and Centre Democrats,Unione dei Democratici Cristiani e Democratici di Centro,Unione dei Democratici Cristiani e Democratici di Centro,chr,Christian democracy,6.109161920714788,5.118109113459,7.803801116608738,7.12799700979601,,,,,,818,6846,818,26,226,3
ITA,Italy,UDEUR,Union of Democrats for Europe,Unione Democratici per l'Europa,Unione Democratici per l'Europa,chr,Christian democracy,5.285,4.609999999999999,7.195,8.383333333333333,,,,,,,,829,26,399,3
ITA,Italy,UDN,National Democratic Union,Unione Democratica Nazionale,Unione Democratica Nazionale,all,electoral alliance,,,,,,,,,,,,,26,1714,27
ITA,Italy,UDR,Union of republican democrats,Unione dei democratici per la repubblica,Unione dei democratici per la repubblica,code,to be coded,,,,,,,,,,,,,26,1145,28
ITA,Italy,US,Unite the Left,Unire la Sinistra,Unire la Sinistra,com,Communist/Socialist,,,,,,,,,,,,,26,1640,14
ITA,Italy,UV,Valdotanian Union,Union Valdôtaine,Union Valdotaine,reg,Regional,,,,,,,,,,,,,26,974,9
ITA,Italy,UdC,Union of the Centre,Unione di Centro,Unione di Centro,chr,Christian democracy,6.109161920714788,5.118109113459,7.803801116608738,7.12799700979601,,188,1380523,,,818,6846,818,26,737,3
ITA,Italy,UdCe,Democratic Union of the Centre,Unione Democratica di Centro,Unione Democratica di Centro,lib,Liberal,,,,,,,,,,,,,26,397,6
ITA,Italy,Ulivo,The Olive Tree,L'Ulivo,L'Ulivo,soc,Social democracy,2.6216484370984525,2.982456056695237,2.094298161958395,7.834008116471158,32329,,,,,,6626,,26,1048,11
ITA,Italy,Unione,The Union,L'Unione,L'Unione,all,electoral alliance,,,,,,,,,,,,,26,1143,27
ITA,Italy,VA,Rainbow Greens,Verdi Arcobaleno,Verdi Arcobaleno,code,to be coded,,,,,,,,,,,,,26,325,28
ITA,Italy,etc,others,diversi,diversi,none,no family,,,,,,,,,,,,,26,825,12
ITA,Italy,no-seat,no seats,no seats,no seats,none,no family,,,,,,,,,,,,,26,2059,12
ITA,Italy,none,no party affiliation,senzo partito,senzo partito,none,no family,,,,,,,,,,,,,26,1552,12
ITA,Italy,todo,to be coded,to be coded,to be coded,none,no family,,,,,,,,,,,,,26,1383,12
JPN,Japan,CoP,Cooperative Party,Kyoudoutou,Kyoudoutou,soc,Social democracy,,,,,,,,,,,,,5,1738,11
JPN,Japan,DP,Democratic Party,Minshut?,Minshuto,con,Conservative,,,,,,,,,,,,,5,1734,26
JPN,Japan,DPJ,Democratic Party of Japan,Minshut?,Minshu,con,Conservative,5.571687597977474,5.060018238268421,4.154135553460374,,71624,,,,,,8352,,5,439,26
JPN,Japan,DRP,Democratic Reform Party,Min-kai-ren,Min-kai-ren,soc,Social democracy,,,,,,,,,,,,,5,163,11
JPN,Japan,DSP,Democratic Socialist Party,Minshu Shakai-t?,Minshu Shakai-t?,soc,Social democracy,6.155555555555555,,,,71321,,,,2204,,,,5,1053,11
JPN,Japan,IC,Independent's Club,Mushozoku-no-kai,Mushozoku-no-kai,code,to be coded,,,,,,,,,,,,,5,695,28
JPN,Japan,JCP,Japan Communist Party,Nihon Ky?san-t?,Nihon Kyosan-to,com,Communist/Socialist,1.1479834946972576,4.072022187082389,4.03195481551321,,71220,,,,2201,,8376,,5,1540,14
JPN,Japan,JDP,Japan Democratic Party,Nihon Minshut?,Nihon Minshuto,con,Conservative,,,,,,,,,,,,,5,1722,26
